"Sym_A","Sym_B","PPI score"
"NUF2","TYMS","0.9140"
"CD4","RUNX1","0.9140"
"CCL27","NPY1R","0.9140"
"ARRB1","DNAJC6","0.9140"
"GBP2","VCAM1","0.9140"
"RRM2","SHCBP1","0.9140"
"KCNA2","KCNQ5","0.9140"
"CDCA5","KIF11","0.9140"
"COL5A2","COL9A1","0.9140"
"HLA-DRB1","CTSS","0.9140"
"BUB1","EXO1","0.9140"
"CTSS","HLA-DRB5","0.9140"
"BUB1","KIF15","0.9140"
"ADCY5","POMC","0.9140"
"TRIP13","PBK","0.9140"
"SDC1","THBS1","0.9140"
"CDKN3","SPC25","0.9140"
"ANK3","L1CAM","0.9140"
"ESCO2","PCNA","0.9140"
"KCNAB2","KCNQ3","0.9140"
"B2M","OAS1","0.9140"
"B2M","TTR","0.9139"
"ITPR1","PLCB4","0.9137"
"CDCA8","CKS2","0.9136"
"BUB1B","MCM2","0.9136"
"CCKBR","TAC1","0.9134"
"SYT3","SYT5","0.9133"
"CDKN1A","MYC","0.9131"
"CCNA1","CDK4","0.9130"
"POMC","DRD1","0.9130"
"SKA1","ZWINT","0.9130"
"CCNB1","TRIP13","0.9130"
"CDCA8","SKA3","0.9130"
"KCNA5","KCNQ4","0.9130"
"EXO1","MELK","0.9130"
"EXO1","ORC1","0.9130"
"CDCA8","NCAPH","0.9130"
"MKI67","KIF11","0.9130"
"KCNH8","KCNQ5","0.9130"
"KCNC1","KCNQ4","0.9130"
"PSMA2","PTTG1","0.9130"
"CCL27","PTGDR2","0.9130"
"C3","RGS1","0.9130"
"CCNB2","CDC45","0.9130"
"CDCA5","CDT1","0.9130"
"CDCA5","PBK","0.9130"
"CDC45","CDCA5","0.9130"
"CDKN3","TPX2","0.9130"
"BIRC5","CDKN3","0.9130"
"TRIP13","TTK","0.9130"
"NCAPG","MCM2","0.9130"
"ITGB2","TYROBP","0.9130"
"KIF23","TRIP13","0.9130"
"PLCB4","PTAFR","0.9130"
"NCAPH","KIF2C","0.9130"
"ITGA5","MMP9","0.9125"
"BUB1","CCNB2","0.9124"
"SYK","RAC2","0.9121"
"MKI67","PRKCB","0.9121"
"CDC25A","MYC","0.9121"
"HTR5A","NPY","0.9120"
"SYK","TREM2","0.9120"
"LYZ","HSPG2","0.9120"
"SKA3","PBK","0.9120"
"HLA-DRB5","VCAM1","0.9120"
"CENPF","HMMR","0.9120"
"CENPF","DTL","0.9120"
"SERPINA1","SERPINE1","0.9120"
"CCK","PTAFR","0.9120"
"CDCA7","NCAPG","0.9120"
"ADORA3","FPR3","0.9120"
"APOC2","SDC1","0.9120"
"NPFF","TAC1","0.9120"
"KCNA5","KCNQ5","0.9120"
"EXO1","RRM2","0.9120"
"KCNA1","KCNH3","0.9120"
"KCNA1","KCNQ4","0.9120"
"ADCY1","POMC","0.9120"
"KIF2C","MELK","0.9120"
"CXCL10","PTGDR2","0.9120"
"BCL2L2","TP53","0.9120"
"C3","CXCL10","0.9120"
"APBB1IP","SYK","0.9120"
"ANXA1","C3","0.9120"
"GAN","NEFH","0.9120"
"COL4A2","COL8A2","0.9120"
"CDCA5","NDC80","0.9120"
"CDK1","PSMA1","0.9120"
"LOXL1","LOXL3","0.9120"
"PRC1","RRM2","0.9120"
"RGS10","SST","0.9120"
"KCNB1","KCNQ3","0.9120"
"CCKBR","GNRH1","0.9120"
"FPR3","PLAUR","0.9120"
"SH3GL2","SPRY1","0.9120"
"COL1A2","COL8A2","0.9120"
"KCNH3","KCNQ1","0.9120"
"KIF23","PLK4","0.9120"
"ADRB1","CRH","0.9120"
"TGFBI","TTR","0.9120"
"CNDP1","CARNS1","0.9120"
"ADRA2A","NPY","0.9120"
"DLGAP5","EXO1","0.9120"
"LPCAT4","PLA2G2A","0.9120"
"CCL4","CXCL10","0.9119"
"CDCA7L","CDC6","0.9118"
"TK1","TOP2A","0.9117"
"C3AR1","C4A","0.9116"
"CACNA1A","CACNB2","0.9113"
"HLA-A","CD86","0.9112"
"DTL","TTK","0.9110"
"ARHGDIG","RAC2","0.9110"
"PIP4K2A","PLCH2","0.9110"
"CHST1","CHST5","0.9110"
"MCM5","TOP2A","0.9110"
"PIP4K2A","PLCH1","0.9110"
"MCM5","PCNA","0.9110"
"CCNB1","NCAPH","0.9110"
"CDCA8","HMMR","0.9110"
"CHRM1","TAC1","0.9110"
"C1QC","TYROBP","0.9110"
"PLK1","PSMA1","0.9110"
"PIP5K1B","PLCH2","0.9110"
"PIP5K1B","PLCH1","0.9110"
"KIF15","MELK","0.9110"
"C3","POMC","0.9110"
"KCNA2","KCNC1","0.9110"
"CTSS","FCER1G","0.9110"
"KPNA2","MAD2L1","0.9110"
"CDC45","DLGAP5","0.9110"
"EDNRA","F2R","0.9110"
"COL1A2","COL22A1","0.9110"
"ITGB2","MMP2","0.9110"
"CDC6","NEK2","0.9110"
"RAD51AP1","PBK","0.9110"
"PRKCZ","VAMP2","0.9110"
"PRKCZ","TGFB1","0.9110"
"CDC6","CHEK2","0.9110"
"CDT1","RNASEH2A","0.9104"
"KIF23","MCM2","0.9104"
"GAD2","GLS","0.9103"
"KIF20A","TTK","0.9103"
"HTR5A","POMC","0.9100"
"HLA-A","B2M","0.9100"
"CENPA","PBK","0.9100"
"PIP4K2A","PIP5K1B","0.9100"
"GPC5","SDC1","0.9100"
"KCNA1","KCNQ5","0.9100"
"MKI67","PRC1","0.9100"
"FBLIM1","FLNC","0.9100"
"APBB1IP","FN1","0.9100"
"INPP5J","SYNJ2","0.9100"
"CDCA5","KIF2C","0.9100"
"KCNA2","KCNC4","0.9100"
"DLG2","SHANK1","0.9100"
"CCR5","PTGDR2","0.9100"
"CCR1","C3","0.9100"
"CCL5","FPR1","0.9100"
"CDC20","CDC45","0.9100"
"CDC20","SHCBP1","0.9100"
"TRIP13","RAD51","0.9100"
"NPY","OPRL1","0.9100"
"C5AR1","RGS1","0.9100"
"ADRA2A","POMC","0.9100"
"CAMK1D","CAMK2B","0.9100"
"KIF4A","MELK","0.9100"
"DYNC1I1","VIM","0.9100"
"RGS7","SST","0.9100"
"CCNB1","MYBL2","0.9099"
"CD4","CD86","0.9097"
"MTHFD2","TYMS","0.9094"
"MAD2L1","RAD50","0.9094"
"ICAM1","IL1B","0.9092"
"CKS2","NCAPG","0.9091"
"MAD2L1","PTTG1","0.9091"
"KCNC3","KCNH3","0.9090"
"RGS4","S1PR3","0.9090"
"NPFF","TAC3","0.9090"
"PIP4K2A","SYNJ2","0.9090"
"ADORA3","RGS1","0.9090"
"CCNB1","CDC45","0.9090"
"PPP2R2C","PPP3CA","0.9090"
"CDCA8","MKI67","0.9090"
"PSMA1","PTTG1","0.9090"
"MCM2","TPX2","0.9090"
"KCNC1","KCNQ5","0.9090"
"FBXO5","KIF23","0.9090"
"KCNH8","KCNQ4","0.9090"
"CDK4","RAD50","0.9090"
"CYP26B1","CYP2C8","0.9090"
"IDH1","OGDHL","0.9090"
"ADORA2A","POMC","0.9090"
"ANXA1","PTAFR","0.9090"
"CCNB2","TYMS","0.9090"
"COL5A2","COL8A2","0.9090"
"TK1","TPX2","0.9090"
"COL5A2","COL22A1","0.9090"
"NTSR2","TAC1","0.9090"
"CDC45","NDC80","0.9090"
"GOT1","PRODH","0.9090"
"BIRC5","MAD1L1","0.9090"
"NPY","RGS4","0.9090"
"CEP55","TOP2A","0.9090"
"KCNC4","KCNQ5","0.9090"
"FABP6","SLCO1A2","0.9090"
"CCNA2","EXO1","0.9090"
"CYP2E1","PTGS1","0.9090"
"KCNAB2","KCNH3","0.9090"
"DLGAP5","SKA3","0.9090"
"B2M","SP100","0.9090"
"ERBB3","HCK","0.9089"
"CCNB1","CDCA7L","0.9088"
"CDK2","POLE2","0.9088"
"ICAM5","ITGB2","0.9088"
"GRIN2A","GRIN2B","0.9086"
"CACNA1C","SYT1","0.9084"
"CACNA1A","CACNG3","0.9082"
"DGKI","PLCB4","0.9081"
"RASD2","SMAD1","0.9081"
"POMC","CXCL10","0.9080"
"HLA-DRB5","PTPN6","0.9080"
"PENK","RGS4","0.9080"
"CCNB1","ITPR1","0.9080"
"PIP4K2A","PLCB4","0.9080"
"EXO1","KIF11","0.9080"
"CDCA8","CDKN3","0.9080"
"C1QB","CSF1R","0.9080"
"HRH3","PENK","0.9080"
"ASPM","SHCBP1","0.9080"
"KCNA1","KCNH8","0.9080"
"GABRA4","GABRB2","0.9080"
"C3AR1","POMC","0.9080"
"CENPM","TK1","0.9080"
"PIP5K1B","PLCB4","0.9080"
"EGR2","TGFB1","0.9080"
"EGR1","GBP2","0.9080"
"ADRA2C","NPY","0.9080"
"CD4","HLA-G","0.9080"
"CD44","HLA-DRB5","0.9080"
"GBP2","PTAFR","0.9080"
"ANXA1","CCR5","0.9080"
"ANXA1","C5AR1","0.9080"
"ADORA2A","ADCY5","0.9080"
"ABLIM2","NTN1","0.9080"
"COL5A1","COL9A1","0.9080"
"HJURP","KIF20A","0.9080"
"HLA-DRB1","VCAM1","0.9080"
"MYC","TJP2","0.9080"
"HLA-DRB1","CD44","0.9080"
"CCR5","POMC","0.9080"
"BUB1","CDT1","0.9080"
"ITPKA","INPP5J","0.9080"
"CCKBR","TAC3","0.9080"
"KCNB1","KCNQ2","0.9080"
"CXCR4","DNM1","0.9080"
"UBE2C","ZWINT","0.9080"
"COL8A2","COL22A1","0.9080"
"C1QA","CSF1R","0.9080"
"CAMK2A","GRIN2C","0.9080"
"C5AR1","RGS4","0.9080"
"ADRB1","PTH1R","0.9080"
"MAD1L1","PLK1","0.9080"
"KIF20A","NDC80","0.9080"
"ADRA2A","SST","0.9080"
"APBA1","KIF17","0.9078"
"CCNA2","CENPF","0.9077"
"CHEK1","MAD2L1","0.9075"
"ERBB4","SYK","0.9074"
"AMT","MTHFD2","0.9073"
"CDT1","NCAPG","0.9072"
"KIF15","TOP2A","0.9072"
"CDKN3","TK1","0.9072"
"KCNC3","KCNQ3","0.9070"
"HTR5A","SST","0.9070"
"DTL","NUF2","0.9070"
"POMC","VIPR1","0.9070"
"CENPF","KIF15","0.9070"
"DTL","MELK","0.9070"
"MED17","TGFB1","0.9070"
"ADORA3","CCR5","0.9070"
"CDCA8","HJURP","0.9070"
"GRM1","GRM4","0.9070"
"COL8A1","COL22A1","0.9070"
"MKI67","TPX2","0.9070"
"CD53","TYROBP","0.9070"
"CD44","GBP2","0.9070"
"GABRA2","GABRB2","0.9070"
"CCNB2","NEK2","0.9070"
"COL4A2","COL9A1","0.9070"
"CDCA5","TYMS","0.9070"
"BUB1","MKI67","0.9070"
"CCKBR","NPFF","0.9070"
"DNAJC6","BLOC1S1","0.9070"
"CDC45","KIF2C","0.9070"
"CDC20","CHEK1","0.9070"
"BUB1B","CEP55","0.9070"
"SPC25","TOP2A","0.9070"
"COL4A1","COL9A1","0.9070"
"COL4A1","COL22A1","0.9070"
"ADRA2A","RGS7","0.9070"
"RAC2","ARHGAP5","0.9070"
"KIF20A","NEK2","0.9070"
"CDC6","PSMA2","0.9070"
"DLGAP5","PLK4","0.9070"
"CCNB1","SMC4","0.9066"
"EXO1","RAD51AP1","0.9066"
"BUB1B","CDKN3","0.9066"
"KIF11","MCM5","0.9066"
"KIFC1","PRC1","0.9066"
"DAB1","ERBB3","0.9065"
"MTHFD2","MTHFS","0.9065"
"CDCA4","DOCK5","0.9064"
"KCNC3","KCNQ2","0.9060"
"COL6A2","COL9A1","0.9060"
"POMC","PTH1R","0.9060"
"GPC5","BCAN","0.9060"
"GPC5","HSPG2","0.9060"
"EXO1","PBK","0.9060"
"DYRK3","ENPP2","0.9060"
"GRM2","GRM7","0.9060"
"F13A1","TGFB1","0.9060"
"KIF18A","MAD1L1","0.9060"
"GABRA4","GABRG2","0.9060"
"ADRA2C","POMC","0.9060"
"IGFBP3","VEGFA","0.9060"
"ADORA2A","CRH","0.9060"
"ADORA2A","ADCYAP1","0.9060"
"CD44","PTAFR","0.9060"
"C3","NPY","0.9060"
"ANXA1","PTGDR2","0.9060"
"ANXA1","CCL5","0.9060"
"COL4A2","COL22A1","0.9060"
"L1CAM","SPTB","0.9060"
"CDCA5","KIF20A","0.9060"
"KCNA2","KCNB1","0.9060"
"F2RL1","TAC3","0.9060"
"CCR1","PTGDR2","0.9060"
"BUB1","FBXO5","0.9060"
"F2R","PLCB4","0.9060"
"ADCY5","CRH","0.9060"
"GOT1","MIF","0.9060"
"KCNH3","KCNQ4","0.9060"
"C5AR1","SST","0.9060"
"C5AR1","POMC","0.9060"
"CYP2E1","GSTO2","0.9060"
"S1PR3","S1PR5","0.9060"
"ADRA2A","RGS14","0.9060"
"CCNA2","FBXO5","0.9060"
"CKAP2L","NCAPG","0.9060"
"B2M","TYROBP","0.9060"
"B2M","SNCA","0.9060"
"MCM2","RAD51","0.9059"
"RRM2","ZWINT","0.9056"
"CD44","CD74","0.9055"
"EGFR","S100A11","0.9054"
"CSF1R","FCGR2A","0.9053"
"AURKB","MELK","0.9053"
"GABRG2","PRKCB","0.9053"
"PRKCB","LST1","0.9053"
"CCNA1","MCM2","0.9052"
"CENPA","KIF2C","0.9051"
"ALDH2","CYP3A5","0.9051"
"EGFR","SYK","0.9051"
"KCNC3","KCNH8","0.9050"
"ARHGDIG","ARHGAP15","0.9050"
"GPC5","BGN","0.9050"
"RIMS1","SLC32A1","0.9050"
"SERPINA1","SPARC","0.9050"
"CHRM1","CCK","0.9050"
"KCNJ12","KCNJ4","0.9050"
"ADCY1","DRD1","0.9050"
"PIP5K1B","SYNJ2","0.9050"
"KIF2C","TOP2A","0.9050"
"KIF2C","MAD1L1","0.9050"
"ADRA2C","PENK","0.9050"
"CD44","LIF","0.9050"
"KIF15","PLK4","0.9050"
"CYP2C8","PTGS1","0.9050"
"CACNA1B","GNB5","0.9050"
"CDCA5","RAD51AP1","0.9050"
"PLK4","PBK","0.9050"
"BUB1","RAD51","0.9050"
"ITPKA","SYNJ2","0.9050"
"ENTPD3","TK1","0.9050"
"KCNB1","KCNQ5","0.9050"
"SNCA","TTR","0.9050"
"EDNRA","PTAFR","0.9050"
"FBXO27","FBXO44","0.9050"
"NCAPG","SKA3","0.9050"
"NCAPG","KPNA2","0.9050"
"GABRA5","GABRB2","0.9050"
"DNM1","F2R","0.9050"
"FTCD","MTHFD2","0.9050"
"UNC5A","UNC5C","0.9050"
"CCNA2","NUF2","0.9050"
"ADRA2A","ADRA2C","0.9050"
"MAD1L1","SKA1","0.9050"
"CCNA2","CDCA2","0.9050"
"ADRA2A","CCR5","0.9050"
"CDC6","MELK","0.9050"
"NCF2","TYROBP","0.9046"
"DOK6","EGFR","0.9046"
"CCL2","LIF","0.9046"
"CCK","TAC3","0.9045"
"ADRB1","SH3GL3","0.9045"
"GOT1","ASPA","0.9044"
"HTR5A","ADRA2C","0.9040"
"KCNC3","KCNQ1","0.9040"
"HTR5A","CCR1","0.9040"
"COL6A2","COL7A1","0.9040"
"EZH2","PRC1","0.9040"
"CENPF","MKI67","0.9040"
"COL9A1","COL22A1","0.9040"
"POMC","FPR1","0.9040"
"DTL","TPX2","0.9040"
"CXCL16","FPR3","0.9040"
"ADORA3","CXCL16","0.9040"
"F13A1","SPARC","0.9040"
"GNRH1","PTAFR","0.9040"
"CRH","DRD1","0.9040"
"GRM1","GRM3","0.9040"
"CDCA8","MAD1L1","0.9040"
"HSPG2","LTF","0.9040"
"PLA2G4B","PTGS1","0.9040"
"CD163","HMOX1","0.9040"
"CXCL10","FPR3","0.9040"
"ADORA2A","ADRB1","0.9040"
"CD44","GBP1","0.9040"
"EME1","UHRF1","0.9040"
"KCNA2","KCNC3","0.9040"
"NPY1R","SST","0.9040"
"CYP3A5","GSTM5","0.9040"
"CDCA5","NUF2","0.9040"
"CDK1","EXO1","0.9040"
"CDCA5","RRM2","0.9040"
"RNASEH2A","TYMS","0.9040"
"CCR1","NPY","0.9040"
"HLA-DRB1","OAS1","0.9040"
"CCL5","NPY","0.9040"
"KCNB1","KCNQ4","0.9040"
"FPR3","RGS20","0.9040"
"SLC16A8","SLC16A3","0.9040"
"ARHGDIB","ARHGAP44","0.9040"
"BUB1B","CCNB2","0.9040"
"OSM","SERPINE1","0.9040"
"KCNH3","KCNQ5","0.9040"
"MAD2L1","SHCBP1","0.9040"
"CDKN1A","PSMD9","0.9040"
"CDKN1A","PSMB10","0.9040"
"FGF22","FGF9","0.9040"
"JMJD7","PTGS1","0.9040"
"CCNA2","RAD51","0.9040"
"CYP2E1","GSTM5","0.9040"
"ADRA2A","NPY1R","0.9040"
"CCNA2","PLK4","0.9040"
"CYP2E1","PLA2G2A","0.9040"
"NCAPH","UBE2C","0.9040"
"KCNAB2","KCNC3","0.9040"
"KCNAB2","KCNQ5","0.9040"
"GSTM5","GSTO2","0.9038"
"CDKN2D","TP53","0.9038"
"CDKN1A","IL1B","0.9038"
"ALDH1A1","CYP2E1","0.9034"
"ERBB3","SYK","0.9033"
"ADCY1","ADCY5","0.9032"
"POLE2","MCM2","0.9031"
"ARHGDIG","ARHGAP44","0.9030"
"CXCL16","PTGDR2","0.9030"
"CENPK","NCAPG","0.9030"
"NDST2","NDST3","0.9030"
"SCN2B","SCN8A","0.9030"
"C3AR1","PTGDR2","0.9030"
"ADRA2C","NPY1R","0.9030"
"EGR2","MYC","0.9030"
"AURKB","PSMB10","0.9030"
"TTK","TYMS","0.9030"
"ANXA1","SST","0.9030"
"CDK1","ESPL1","0.9030"
"CDCA5","CENPF","0.9030"
"ICAM1","SP100","0.9030"
"BUB1","SHCBP1","0.9030"
"CDC45","TPX2","0.9030"
"HPN","MASP1","0.9030"
"FPR3","S1PR5","0.9030"
"CDC20","KIFC1","0.9030"
"TRIP13","PRC1","0.9030"
"CDKN3","NUF2","0.9030"
"EDNRA","CCKBR","0.9030"
"NR1D1","RXRG","0.9030"
"KIF23","CDC25A","0.9030"
"RASGRF1","RASGRF2","0.9030"
"COL8A2","COL9A1","0.9030"
"GRM4","GRM7","0.9030"
"GRM3","GRM4","0.9030"
"CDCA2","CEP55","0.9030"
"GRM3","GRM7","0.9030"
"ADRA2A","ADCY1","0.9030"
"ADRA2A","FPR1","0.9030"
"AGMO","FA2H","0.9030"
"B2M","OASL","0.9030"
"BUB1","TP53","0.9029"
"HCK","MAPK11","0.9028"
"ARPC1A","WASF1","0.9026"
"CAV1","MMP14","0.9025"
"ALDH1A1","CYP3A5","0.9021"
"MCM2","UBE2C","0.9021"
"MCM2","SMC4","0.9021"
"MS4A6A","TYROBP","0.9021"
"KIF23","SMC4","0.9021"
"KIFC1","TIMELESS","0.9021"
"COL6A2","COL8A1","0.9020"
"COL6A2","COL22A1","0.9020"
"RGS1","SST","0.9020"
"NOS1","RYR2","0.9020"
"RGS4","SSTR2","0.9020"
"ADORA3","FPR1","0.9020"
"EXO1","MCM2","0.9020"
"KCNA5","KCNH8","0.9020"
"HRH3","NPY1R","0.9020"
"GRM2","GRM3","0.9020"
"CDCA8","KIF4A","0.9020"
"CHRM1","CCKBR","0.9020"
"RAP1GAP","RAP1GAP2","0.9020"
"CHRM1","GNRH1","0.9020"
"GABRB2","GABRB3","0.9020"
"ADRA2C","RGS4","0.9020"
"ARRB1","CXCL10","0.9020"
"CD44","OAS1","0.9020"
"ANXA1","GNRH1","0.9020"
"PAK6","PAK7","0.9020"
"ANXA1","EDNRA","0.9020"
"HPSE","IDS","0.9020"
"GNG3","GNG7","0.9020"
"NPY1R","PENK","0.9020"
"CCR5","RGS4","0.9020"
"CCR5","NPY1R","0.9020"
"CCR1","SST","0.9020"
"CCR5","S1PR3","0.9020"
"HLA-DRB1","HLA-DRB5","0.9020"
"COL5A2","COL7A1","0.9020"
"HLA-DRB1","B2M","0.9020"
"HLA-DRB1","GBP1","0.9020"
"F2RL1","PTAFR","0.9020"
"BUB1","TRIP13","0.9020"
"CCKBR","PTAFR","0.9020"
"ALDH2","GAD1","0.9020"
"CD48","CD53","0.9020"
"EDNRA","F2RL1","0.9020"
"KCNQ2","SPTBN2","0.9020"
"ANK3","KCNQ2","0.9020"
"MAD2L1","RAD51","0.9020"
"C5AR1","PTGDR2","0.9020"
"CHD4","HDAC11","0.9020"
"NKX2-5","SMAD1","0.9020"
"FOXM1","TTR","0.9020"
"FPR1","PTGDR2","0.9020"
"CEP55","DTL","0.9020"
"B2M","HLA-DRB5","0.9020"
"IRF9","VCAM1","0.9020"
"RAD51AP1","SHCBP1","0.9020"
"ORC1","PCNA","0.9018"
"CACNA1A","CACNB3","0.9018"
"CCNA2","MCM5","0.9018"
"ST14","PLAU","0.9016"
"GOT1","ASNS","0.9016"
"LY96","TLR1","0.9015"
"CD53","NCKAP1L","0.9014"
"ADCY1","PDE1A","0.9014"
"FTCD","AMT","0.9014"
"MCM2","PCNA","0.9013"
"MMP14","TIMP4","0.9013"
"ADCY5","PDE1A","0.9013"
"CCL4","CX3CR1","0.9012"
"CCNA1","MCM5","0.9011"
"HTR5A","RGS7","0.9010"
"OPRL1","SSTR2","0.9010"
"HTR5A","OPRL1","0.9010"
"HTR5A","NPY1R","0.9010"
"COL7A1","COL22A1","0.9010"
"POMC","RGS20","0.9010"
"COL7A1","COL9A1","0.9010"
"RASGRF2","ARHGAP15","0.9010"
"CKS2","KPNA2","0.9010"
"HLA-DRB5","GBP1","0.9010"
"AK1","AK5","0.9010"
"ESPL1","KIF23","0.9010"
"PENK","SSTR1","0.9010"
"GNRH1","GPR65","0.9010"
"CHRM1","F2R","0.9010"
"GNRH1","F2RL1","0.9010"
"COL8A1","COL9A1","0.9010"
"EXO1","SPC25","0.9010"
"CHRM1","NTSR2","0.9010"
"PTH1R","VIPR1","0.9010"
"ADCY1","PTGDR2","0.9010"
"DLGAP2","NEFH","0.9010"
"ADRA2C","RGS14","0.9010"
"ITGA4","MDK","0.9010"
"C3","FPR1","0.9010"
"ANXA1","NPY","0.9010"
"C3","PENK","0.9010"
"ANXA1","RGS1","0.9010"
"COL4A2","COL7A1","0.9010"
"CDK1","SHCBP1","0.9010"
"ICAM1","OAS1","0.9010"
"F2R","TAC3","0.9010"
"PPP3R1","PPP1R1B","0.9010"
"CCR1","NPY1R","0.9010"
"EPB41L1","CAMK2B","0.9010"
"CCR5","SSTR1","0.9010"
"NDC80","PLK4","0.9010"
"HLA-DRB1","GBP2","0.9010"
"CCL5","FPR3","0.9010"
"CCL5","POMC","0.9010"
"CDC45","TRIP13","0.9010"
"ARHGEF25","F2R","0.9010"
"ADCY5","ADRB1","0.9010"
"CDC20","CDKN3","0.9010"
"CCKBR","F2R","0.9010"
"CDC45","TK1","0.9010"
"ARHGDIB","ARHGAP5","0.9010"
"EDNRA","TAC3","0.9010"
"CDKN3","KIF2C","0.9010"
"NCAPG","KIF18A","0.9010"
"CDH18","CDH8","0.9010"
"CCL2","CXCL10","0.9010"
"ADRB1","DRD1","0.9010"
"KIF20A","SPC25","0.9010"
"CNDP1","GAD2","0.9010"
"ADRA2A","HRH3","0.9010"
"MCF2L","ARHGAP44","0.9010"
"CCNA2","HJURP","0.9010"
"RGS20","SSTR1","0.9010"
"KIF18A","KIF15","0.9008"
"AMT","TYMS","0.9008"
"BUB1B","CDT1","0.9008"
"ADCY5","PDE10A","0.9005"
"ALDH1A1","CYP2C8","0.9003"
"ADCY1","PDE1B","0.9003"
"AK5","PDE2A","0.9002"
"ASPA","ASNS","0.9001"
"CDS1","DGKE","0.9001"
"CHGA","STX1A","0.9001"
"DGKE","PLCB4","0.9001"
"OPRL1","SSTR1","0.9000"
"LOXL3","NOS1","0.9000"
"HMMR","SHCBP1","0.9000"
"HTR5A","CCR5","0.9000"
"HTR5A","C3AR1","0.9000"
"HMMR","PRC1","0.9000"
"OAS1","VCAM1","0.9000"
"OPRL1","RGS4","0.9000"
"HTR5A","ADORA3","0.9000"
"HTR5A","HRH3","0.9000"
"FSTL1","SELPLG","0.9000"
"ALDH1A1","GAD2","0.9000"
"COL7A1","COL8A2","0.9000"
"DTL","MAD2L1","0.9000"
"HLA-DRB5","OAS1","0.9000"
"FSTL1","CAMK1","0.9000"
"FSTL1","PALM","0.9000"
"CXCL16","RGS1","0.9000"
"DYRK3","NMNAT2","0.9000"
"EXO1","KIF23","0.9000"
"HRH3","OPRL1","0.9000"
"PSMA1","GINS1","0.9000"
"DYRK3","PAK6","0.9000"
"DYRK3","TTK","0.9000"
"DYRK3","PAK7","0.9000"
"CDCA8","KIF15","0.9000"
"PSMB8","GINS1","0.9000"
"DYRK3","PLCB4","0.9000"
"F13A1","ITGA4","0.9000"
"PSD3","GINS1","0.9000"
"POLE2","GTF2H4","0.9000"
"POLE2","ENTPD3","0.9000"
"MKI67","SHCBP1","0.9000"
"ADCY1","VIPR1","0.9000"
"CAMK1","PALM","0.9000"
"CAMK1","SELPLG","0.9000"
"PSMA2","GINS1","0.9000"
"EPHA7","HCK","0.9000"
"CENPM","MAD1L1","0.9000"
"EGR1","IRF9","0.9000"
"ANXA5","CAMK1","0.9000"
"PAK7","TTK","0.9000"
"CYP46A1","ACP5","0.9000"
"EGR1","OAS1","0.9000"
"PAK7","PLCB4","0.9000"
"ANXA5","PALM","0.9000"
"CXCL10","SST","0.9000"
"CYP26B1","ACP5","0.9000"
"ADRA2C","SST","0.9000"
"ADRA2C","HRH3","0.9000"
"ANXA5","SELPLG","0.9000"
"PSD","GINS1","0.9000"
"SMAD1","TGFB2","0.9000"
"CXCL10","FPR1","0.9000"
"C3","SST","0.9000"
"LOXL2","NOS1","0.9000"
"PAK6","TTK","0.9000"
"ANXA1","TAC1","0.9000"
"PAK6","PLCB4","0.9000"
"PALM","SELPLG","0.9000"
"PSMB9","GINS1","0.9000"
"L1CAM","SPTBN2","0.9000"
"HPSE2","HSPG2","0.9000"
"COL4A2","COL8A1","0.9000"
"BTK","TREM2","0.9000"
"HLA-DRB1","OASL","0.9000"
"LOXL1","NOS1","0.9000"
"NDC80","RAD51AP1","0.9000"
"CCR1","RGS10","0.9000"
"F2RL1","PLCB4","0.9000"
"AMT","GLS","0.9000"
"CCR5","S1PR5","0.9000"
"CCR5","SSTR2","0.9000"
"AK5","ADSL","0.9000"
"ALDH2","CYP2C8","0.9000"
"NMNAT2","PAK7","0.9000"
"ADCY5","PENK","0.9000"
"FPR3","PTGDR2","0.9000"
"NMNAT2","PAK6","0.9000"
"NMNAT2","TTK","0.9000"
"ENTPD3","RRM2","0.9000"
"FPR3","SSTR1","0.9000"
"ITPKA","ITPR1","0.9000"
"CDC20","GTSE1","0.9000"
"CDC20","SKA3","0.9000"
"AK5","RRM2","0.9000"
"ADCY5","PDE1B","0.9000"
"GOT1","SULT4A1","0.9000"
"CTRL","GINS1","0.9000"
"POLD4","GTF2H4","0.9000"
"C5AR1","NPY","0.9000"
"PSMA6","GINS1","0.9000"
"COL4A1","COL8A2","0.9000"
"KIF11","TYMS","0.9000"
"KIF11","ZWINT","0.9000"
"GABBR2","GNG7","0.9000"
"PLCB4","TTK","0.9000"
"ENPP2","ACP5","0.9000"
"ENPP2","PAK7","0.9000"
"ENPP2","PAK6","0.9000"
"ADRA2A","FPR3","0.9000"
"MAD1L1","NUF2","0.9000"
"CDK5R1","WASF1","0.9000"
"ENPP2","TTK","0.9000"
"EGFR","MAPK8IP2","0.9000"
"DLGAP5","TRIP13","0.9000"
